0	0	1
2	0	3
4	0	5
6	1	7
8	0	3
9	0	10
11	0	12
13	2	14
15	0	16
17	3	18
19	1	20
21	0	22
23	0	7
24	0	20
25	0	26
27	0	28
29	1	30
31	0	16
32	0	30
33	0	34
35	4	36
37	2	38
8	0	39
40	0	22
41	0	5
42	0	43
44	0	26
45	0	46
47	0	22
19	1	39
48	4	49
24	4	50
51	0	16
52	0	53
54	0	55
56	4	57
58	0	59
60	4	61
62	4	63
64	0	65
66	2	67
68	2	69
70	0	71
72	0	1
73	5	6
74	0	75
76	0	20
77	4	49
78	0	3
79	6	80
81	0	34
4	0	71
82	0	83
84	0	39
85	0	55
86	0	43
87	0	75
72	0	53
88	1	55
89	0	71
90	0	83
73	1	91
92	2	64
93	0	10
94	2	95
96	0	22
97	0	98
99	4	80
74	0	22
100	0	75
101	0	102
103	0	59
104	4	80
105	0	102
48	0	83
106	0	3
45	0	28
107	0	26
108	0	75
109	0	10
110	0	39
111	0	3
112	0	20
113	0	7
38	0	28
114	0	55
115	0	55
116	0	43
116	0	28
117	7	118
119	3	120
119	7	121
122	4	80
123	0	22
124	0	43
9	0	30
125	0	10
126	0	46
0	0	20
8	4	127
128	4	50
129	2	103
130	0	71
111	0	5
131	2	132
133	0	71
134	0	75
135	0	91
73	3	136
137	0	12
138	0	26
139	1	71
140	4	49
141	4	36
73	7	142
105	0	75
143	0	7
25	0	55
17	1	39
144	0	34
145	0	26
37	2	146
45	4	147
93	4	57
148	0	10
149	0	12
150	0	26
72	4	127
151	0	71
152	0	22
153	0	102
21	0	20
154	0	71
149	0	91
155	0	91
156	0	16
72	0	28
6	1	34
103	0	22
157	0	65
158	0	7
159	0	20
160	0	5
88	5	6
161	0	55
162	0	20
4	0	12
76	0	55
163	4	57
164	1	22
133	4	36
67	0	30
165	0	30
166	6	147
94	6	61
167	0	55
168	0	22
169	0	71
117	1	39
170	2	171
172	2	77
173	0	91
68	2	168
174	0	20
175	2	176
177	0	53
155	0	59
178	2	25
119	1	34
179	2	86
99	0	3
180	0	30
181	0	16
176	0	75
64	4	57
182	4	49
141	0	26
183	0	16
184	0	71
185	0	75
88	1	46
140	0	28
186	0	43
187	0	16
184	4	188
189	4	127
190	0	39
191	4	57
192	0	26
193	4	147
194	0	5
0	0	59
195	2	196
141	0	46
170	2	197
29	3	18
198	1	12
99	0	59
199	4	50
200	0	28
201	4	36
137	0	59
128	0	3
202	2	203
204	0	22
135	4	50
205	0	12
206	0	5
145	0	75
195	6	127
94	2	40
207	0	26
208	2	209
119	5	139
29	1	55
21	0	53
210	0	34
200	0	5
202	2	211
212	0	43
213	2	214
208	6	36
215	1	22
216	0	91
29	7	217
218	0	5
219	4	50
220	2	192
9	0	28
88	1	98
221	0	75
104	0	46
180	0	102
222	4	63
100	0	26
73	1	20
223	2	224
225	1	98
226	0	26
211	0	1
152	0	12
227	0	28
129	2	115
128	0	39
208	6	188
175	2	70
2	0	20
228	0	98
164	5	229
115	0	16
221	0	22
230	0	53
183	0	43
178	2	231
232	0	34
192	0	16
176	4	63
109	0	5
215	7	233
86	0	1
157	0	20
234	0	46
117	7	217
106	0	102
235	2	123
236	2	72
237	0	98
54	4	49
29	1	10
25	0	75
238	0	30
239	0	53
240	0	20
70	0	34
241	0	43
242	0	65
47	0	102
243	0	16
244	0	46
107	0	3
245	2	246
247	6	188
40	0	102
248	0	1
165	0	91
249	6	36
237	4	36
250	4	50
190	0	22
235	2	244
251	0	30
216	0	16
252	2	253
171	0	83
224	0	26
254	4	49
151	0	20
255	0	16
256	0	34
257	4	188
66	2	144
166	2	163
232	0	10
185	0	34
258	0	12
259	0	7
260	4	188
261	0	34
262	4	127
263	0	98
264	2	0
54	0	12
74	0	20
230	0	98
6	5	88
265	4	127
244	0	20
198	7	266
250	0	1
267	0	102
268	0	53
269	0	34
270	0	102
11	4	57
271	0	46
272	0	10
220	6	61
273	0	10
274	0	7
229	1	55
19	7	121
275	0	46
276	2	277
190	0	26
278	0	1
178	2	279
280	0	20
41	0	53
119	3	281
255	0	46
187	0	46
192	0	53
195	6	36
138	0	28
282	0	55
203	0	1
283	4	63
284	4	57
285	0	28
285	0	30
117	7	142
286	2	287
288	4	147
260	0	65
230	4	188
117	7	289
290	0	3
103	0	28
134	0	43
194	0	46
291	0	26
171	0	5
168	4	63
292	0	34
293	4	188
73	1	98
294	0	102
286	2	295
125	0	75
169	0	55
192	0	75
145	0	39
128	0	28
113	0	20
253	0	55
279	4	61
173	0	26
87	0	55
19	3	281
172	2	108
296	0	53
167	0	7
23	0	10
297	6	127
35	0	53
297	2	298
299	4	147
168	0	30
300	0	20
115	0	65
15	4	61
301	0	1
164	7	266
302	6	63
169	0	12
303	2	304
119	3	305
216	4	36
11	0	34
306	4	36
2	0	46
87	4	188
307	4	127
308	4	61
69	4	49
309	2	310
168	0	26
311	4	57
287	0	59
72	0	22
137	0	3
312	0	1
229	1	75
230	0	39
231	0	75
313	6	80
179	2	105
216	0	43
179	6	57
256	4	50
218	4	63
314	0	71
47	0	10
315	0	7
194	0	53
316	0	34
317	0	26
6	1	65
318	4	57
258	4	188
24	0	5
240	4	127
154	0	22
168	0	1
106	0	5
180	0	98
37	2	306
310	0	98
4	0	10
82	4	61
267	4	50
6	5	73
319	0	55
320	0	91
310	0	59
250	0	12
139	1	55
197	0	39
321	0	102
304	0	26
17	5	225
322	0	7
323	0	98
324	0	59
170	2	325
41	4	63
326	2	292
15	0	22
261	4	49
300	0	3
170	6	61
225	3	305
132	4	57
295	0	12
182	0	98
201	0	43
327	0	3
321	0	5
286	2	328
167	0	46
181	4	147
242	0	1
14	0	59
329	2	87
330	3	331
199	0	53
104	0	1
41	0	39
332	0	26
66	2	221
151	4	49
68	2	262
333	0	5
197	0	1
124	0	65
41	0	3
73	7	233
334	0	43
335	2	193
88	1	28
336	2	186
337	0	55
103	0	46
220	2	332
0	0	102
21	4	50
78	4	80
224	0	43
198	7	233
103	4	61
9	0	46
207	4	57
277	0	71
52	0	20
196	0	46
338	0	22
172	2	273
15	0	34
287	0	83
110	4	50
339	0	12
208	2	226
97	0	34
235	2	294
340	2	341
73	1	26
342	2	275
52	4	63
313	2	151
164	1	10
220	2	293
291	4	147
150	4	49
220	2	180
271	0	65
87	0	43
115	4	49
66	6	63
307	0	3
309	6	147
160	0	28
277	0	46
6	1	16
288	0	59
97	4	127
169	0	43
326	2	343
228	0	65
216	0	7
185	0	83
117	1	3
342	2	344
336	2	312
345	2	346
242	0	71
179	2	114
347	0	39
273	0	65
72	0	16
247	2	239
173	0	30
133	0	16
332	0	1
165	0	28
9	0	75
252	2	347
202	2	81
253	4	57
126	4	80
178	6	63
201	0	65
32	0	12
13	2	201
348	2	62
37	2	155
314	4	49
349	0	71
261	0	3
350	0	39
84	0	34
224	0	65
265	0	20
351	0	75
195	2	254
123	0	28
88	7	266
335	2	32
241	0	46
352	4	188
353	0	46
297	2	15
117	1	22
354	6	57
355	0	12
235	6	63
356	0	39
130	4	63
325	0	7
162	0	12
286	2	41
335	2	357
358	0	10
149	4	36
104	0	39
51	0	12
359	4	147
360	0	59
164	1	91
361	4	36
176	0	43
362	0	71
306	0	75
304	0	7
357	4	50
199	0	30
363	0	34
354	2	283
355	0	28
51	0	10
364	4	80
108	0	65
177	0	7
263	0	46
41	0	59
231	0	39
202	6	127
365	0	46
114	0	12
366	2	47
367	0	7
69	0	20
197	0	16
368	0	12
262	0	39
319	0	75
369	0	83
38	0	3
301	0	26
364	0	55
329	6	80
264	6	63
370	0	102
330	1	12
371	0	91
206	0	3
372	4	50
152	0	91
186	0	55
48	0	102
17	7	142
322	0	71
60	0	53
325	4	50
373	0	43
131	2	261
227	0	30
153	4	49
330	7	233
129	2	374
364	0	1
186	0	26
189	0	71
45	0	59
286	2	27
171	0	30
162	0	71
367	4	188
375	4	36
376	0	22
231	0	22
377	0	98
355	0	59
268	0	30
280	4	36
67	0	83
164	1	39
198	3	378
35	0	65
379	2	56
193	0	91
88	1	10
81	0	83
303	2	380
8	0	43
155	0	39
313	2	89
381	0	26
382	2	359
133	0	34
95	4	49
160	0	71
379	6	61
47	4	63
383	0	7
246	0	91
341	0	1
230	0	16
384	0	102
385	0	12
303	2	372
272	0	65
69	0	75
386	0	43
314	0	16
274	4	50
154	0	59
68	6	63
387	0	43
333	0	65
288	0	22
193	0	98
242	4	36
278	0	65
68	6	61
85	0	20
106	4	61
229	1	1
92	2	58
19	1	65
137	4	80
341	0	34
376	0	12
25	0	7
45	0	12
130	0	65
330	1	98
100	0	30
92	2	227
276	6	61
68	2	387
338	4	50
232	0	22
179	2	315
223	2	154
164	7	118
145	0	46
329	2	126
190	0	5
163	0	55
388	0	71
15	0	20
385	0	102
333	0	3
244	0	30
231	0	12
379	2	389
229	5	164
303	2	107
373	4	63
125	4	36
184	0	91
182	0	3
278	0	16
363	0	5
111	0	10
204	0	20
225	7	266
271	0	30
390	0	12
302	6	188
249	2	128
214	0	20
344	4	36
391	0	1
25	4	188
19	3	392
8	0	53
290	4	36
393	0	43
227	4	80
384	4	147
68	2	106
323	0	30
348	2	143
284	0	5
211	0	98
112	0	28
328	0	71
81	0	53
240	0	7
208	2	116
389	0	30
117	3	136
54	0	98
268	4	63
104	0	3
73	7	266
220	6	147
294	4	188
366	2	207
35	0	22
300	0	34
171	4	188
17	1	1
165	0	55
9	0	98
167	0	20
119	1	7
164	7	394
104	0	43
395	0	22
338	0	59
239	0	10
282	4	61
396	0	30
225	1	53
119	3	397
216	0	1
272	0	46
195	6	80
165	4	147
382	2	269
164	1	55
379	2	257
238	0	102
354	6	63
14	0	102
296	0	39
245	2	285
310	4	57
321	4	57
291	0	46
224	0	91
19	1	59
326	6	127
235	2	45
68	2	296
172	2	270
336	2	351
325	0	98
379	6	57
157	0	91
103	0	34
170	2	187
286	2	238
297	2	109
264	6	36
285	4	36
342	2	398
311	0	39
33	4	57
178	2	60
144	0	91
367	0	1
399	4	49
400	2	268
13	6	188
44	0	75
151	0	91
148	0	98
308	0	16
225	3	120
11	0	53
318	0	7
285	0	5
375	0	34
42	0	53
299	0	98
386	0	5
270	0	7
358	4	50
178	2	385
27	0	30
321	0	1
41	0	16
254	0	71
401	0	30
272	0	83
366	2	167
292	4	36
353	0	30
17	3	392
38	0	98
86	4	63
402	0	71
222	0	3
398	0	12
29	1	71
17	7	118
327	0	28
403	4	50
264	2	111
246	0	34
391	0	39
238	0	28
341	0	83
204	0	59
95	0	75
140	0	34
131	2	145
177	4	188
52	0	102
195	2	90
295	4	36
396	0	16
404	0	75
143	4	36
226	0	75
45	0	20
370	4	127
374	4	57
321	0	26
89	0	65
246	0	16
106	0	34
48	0	28
320	4	147
307	0	10
272	0	3
15	0	10
335	6	127
31	0	102
312	0	83
350	4	36
367	0	28
237	0	28
333	0	28
306	0	5
212	0	53
192	0	1
187	4	63
139	1	3
287	0	46
269	0	10
315	0	43
351	4	50
31	4	50
236	6	36
395	0	12
325	0	34
137	0	22
317	4	63
405	4	57
360	4	63
404	0	34
406	2	242
276	2	212
164	1	16
168	0	46
332	0	53
377	0	65
353	0	26
247	2	11
304	0	10
235	2	21
219	0	12
162	0	53
79	2	191
54	0	102
261	0	26
105	0	7
231	0	7
17	1	98
144	0	30
209	0	20
166	6	49
349	4	127
123	0	7
252	2	314
384	0	7
168	0	12
345	2	8
166	6	127
406	2	218
341	0	10
401	0	65
371	4	63
94	6	188
176	0	55
334	0	7
166	2	113
111	4	127
85	4	147
268	0	71
175	6	36
213	6	127
407	0	43
388	0	59
360	0	75
117	1	5
213	2	42
92	6	63
234	0	16
155	4	63
252	6	61
81	0	1
324	4	61
283	0	83
58	4	50
74	4	49
62	0	43
202	6	188
72	0	34
328	0	91
